"customer_id","outage_sec_week","yrly_equip_failure","timely_replacements"
"O529706","13.36673","Yes",4
"P370184","13.3668","No",4
"V958859","13.36710209","No",4
"E998043","13.37036883","No",4
"H685776","13.3707","No",4
"S256921","13.3713819","Yes",5
"E137592","13.37613844","Yes",4
"V153573","13.37836","No",3
"Y605585","13.38037","No",3
"V163590","13.38666","Yes",2
"H409478","13.38781","No",2
"R456927","13.38995","No",5
"E450395","13.38997772","No",1
"U755992","13.39001","Yes",3
"W368790","13.39011","No",2
"H994034","13.39296","Yes",2
"C816866","13.39688","Yes",3
"O403114","13.40034021","Yes",1
"Q649581","13.40189","No",4
"W179760","13.40357","No",5
"A378200","13.40423523","No",3
"Q69497","13.4046","Yes",3
"O249806","13.41209586","No",3
"J582916","13.41327327","No",4
"B317246","13.41922","No",3
"Q259243","13.41922","No",3
"I714132","13.41929614","No",4
"C440041","13.42022","Yes",1
"F477453","13.42037","No",4
"Z738137","13.42202","No",4
"E338770","13.42226","Yes",2
"E805998","13.42263904","No",2
"J600512","13.42292","No",2
"K579776","13.42559","No",3
"W05914","13.42619","Yes",5
"K455778","13.43076227","No",3
"D595070","13.4341","Yes",2
"J887250","13.43558029","No",4
"Z600729","13.43642","No",5
"S800636","13.43679","No",3
"D402022","13.43700846","No",4
"L697372","13.43953","No",2
"Q608280","13.4417","Yes",3
"F516719","13.44192","Yes",4
"A568845","13.44264","Yes",3
"E808351","13.44315297","No",3
"S753517","13.44364","Yes",5
"H536623","13.44778","No",3
"O431640","13.44801","Yes",3
"M537561","13.45145","Yes",4
"G933624","13.45773","Yes",3
"Q585011","13.45818264","No",6
"D280771","13.45919","No",5
"G557255","13.45927","No",4
"T923695","13.45991","No",3
"U903738","13.4615","No",4
"L779958","13.46555","No",6
"S88773","13.46568","Yes",2
"J989060","13.46868109","No",2
"J281764","13.46933","No",4
"F945096","13.46958","Yes",2
"X470641","13.47098","No",4
"G215554","13.47145","No",5
"R490596","13.47255","No",3
"K340706","13.47294","No",3
"Q517075","13.47305526","No",3
"Q261805","13.47376","No",2
"R407604","13.47448","No",4
"I87381","13.47526316","No",5
"B230779","13.47619","No",3
"Q549624","13.4777","Yes",2
"O785754","13.47843","No",4
"P515038","13.48068","No",4
"Y665708","13.48138957","Yes",4
"R347015","13.48181","Yes",6
"E245051","13.48312","No",5
"D39809","13.48535","Yes",3
"Z579205","13.48689","No",4
"H793758","13.48891","No",3
"Z253470","13.4911859","No",3
"H832557","13.49337","No",4
"L957640","13.49663107","No",4
"Z716087","13.49890874","No",4
"B363857","13.49933","No",3
"A597531","13.49982","Yes",3
"G08081","13.50203","Yes",3
"K428032","13.50422","No",3
"V595168","13.50438","No",6
"R939963","13.50565","Yes",4
"X13388","13.51163","Yes",4
"D362144","13.51253","No",3
"R490270","13.51278","No",3
"I898708","13.51296","No",2
"I38410","13.51521","No",5
"N863236","13.51705","No",4
"M432757","13.51845","No",5
"I679830","13.52153","No",3
"P214819","13.52159","Yes",3
"B419356","13.52236","No",4
"V847470","13.52284721","No",4
"T202681","13.52402765","Yes",2
"R297432","13.52535","No",4
"X12553","13.52972","Yes",3
"M520773","13.53181","No",4
"I685390","13.53186","Yes",4
"K618387","13.53989069","Yes",3
"S541999","13.5414","Yes",5
"L452982","13.54202523","No",4
"S700932","13.54241","No",3
"G442682","13.54337","No",3
"W284255","13.54487","No",4
"M869915","13.54491","No",3
"V700908","13.54553","No",4
"D50805","13.54555","No",5
"G341241","13.54602","No",5
"G678658","13.54628","Yes",6
"I455414","13.54662","Yes",6
"P902500","13.54754868","No",3
"I889626","13.54783","Yes",3
"L613081","13.54895","Yes",2
"J961713","13.55014","No",2
"M278354","13.55065547","No",4
"B181180","13.55077","No",4
"A991604","13.55541","No",4
"S353547","13.55747919","No",4
"J708845","13.5599","No",4
"E481237","13.56065","No",3
"J512358","13.56355","No",3
"U412541","13.56414","Yes",1
"E577272","13.56479","Yes",3
"K65163","13.56589","No",5
"B920638","13.56647971","No",5
"A00088","13.56912","Yes",3
"V522146","13.56923","Yes",2
"J170179","13.57109","No",4
"H199029","13.57113","No",2
"R350576","13.57171","Yes",3
"O521013","13.5735625","No",2
"Q270313","13.57544","Yes",4
"G419393","13.57622","No",2
"D533301","13.57908","No",1
"I857183","13.57970425","No",4
"H956759","13.58049","Yes",5
"N421546","13.58247","No",4
"V398451","13.58291","No",4
"P689291","13.58454","No",5
"Z723653","13.58758162","No",3
"I331050","13.58853","Yes",3
"R768749","13.59404","No",3
"W458856","13.60153","Yes",3
"T289864","13.60282892","No",4
"C495453","13.60515","No",4
"P196891","13.60726","Yes",2
"H757186","13.60774223","Yes",2
"W283898","13.60832","No",4
"E563177","13.60982","Yes",2
"P606965","13.61257","Yes",4
"N297112","13.61479","No",4
"U213708","13.61624","No",3
"L243022","13.61762","Yes",4
"M596436","13.61942","No",6
"J980639","13.62004","No",3
"A715491","13.62135046","Yes",3
"I277938","13.62253111","No",4
"B334871","13.62442766","No",4
"J936906","13.62518","No",4
"B84035","13.62563","No",3
"K775808","13.62609","No",3
"P302775","13.62664","Yes",3
"A04378","13.62849","No",4
"F515835","13.62885","Yes",4
"D262797","13.6305","No",3
"J126163","13.6307","Yes",3
"X683383","13.63078539","Yes",4
"R45785","13.63409","No",4
"J787742","13.63501552","Yes",5
"O931429","13.63887","No",3
"Q527117","13.64111","No",3
"H662697","13.64283","Yes",3
"A34326","13.64304","No",6
"K740871","13.64460159","Yes",2
"Q252222","13.64677","No",4
"A06667","13.64684","No",4
"D672049","13.64852","No",4
"J416511","13.64856","Yes",3
"P315303","13.65034","No",4
"R676234","13.65070244","No",3
"R249864","13.65079","No",3
"Y247424","13.65097","Yes",3
"T334778","13.65114","Yes",3
"O852145","13.65178245","No",3
"A184694","13.65356","Yes",5
"V765087","13.65545074","Yes",4
"Y593474","13.6576","No",3
"W430058","13.65897","No",3
"L200304","13.65911","No",3
"I740366","13.65973236","No",4
"H383527","13.66281","No",5
"K424811","13.66314","No",3
"R756541","13.66391306","Yes",3
"N197300","13.66782","Yes",4
"Z110095","13.66895","No",5
"N970700","13.67308","No",3
"L684749","13.67766","No",2
"W968177","13.68107774","No",1
"G897228","13.68251","No",4
"Q346035","13.68359","No",4
"M713475","13.68702","No",3
"K392319","13.68737","Yes",3
"Q562879","13.68768","Yes",3
"K203664","13.68878","No",3
"G371724","13.69110294","No",4
"F86943","13.69583","Yes",6
"H843808","13.69828326","No",6
"J834972","13.70368","No",4
"H35497","13.7038","Yes",5
"T266402","13.70512","No",4
"Y266994","13.70607","Yes",3
"H628307","13.70624","No",3
"N655882","13.70652","Yes",5
"Z742463","13.7101","No",5
"S281186","13.71294","No",4
"M733994","13.71415","Yes",3
"N229523","13.71428","No",3
"Q541158","13.71555406","No",2
"A500103","13.71586929","Yes",2
"X813396","13.71759","Yes",3
"P589193","13.72064","Yes",2
"H687284","13.72414","No",3
"S954102","13.72489","Yes",3
"I845157","13.72595127","No",4
"J382426","13.72727","No",4
"V649705","13.72841","No",4
"R564739","13.7331","No",4
"J637021","13.73389","Yes",5
"M463457","13.7342759","No",3
"S38895","13.73496","No",5
"H113074","13.7362126","Yes",4
"L599775","13.7377","No",3
"K532128","13.73809","Yes",3
"S815156","13.73836","Yes",5
"U472120","13.73892","No",3
"G954666","13.74043","No",3
"T814609","13.74408","No",5
"V55806","13.7442","No",3
"A572964","13.74632","No",2
"U644626","13.74777955","No",3
"P764987","13.74841","Yes",4
"X342513","13.7486","Yes",2
"G631493","13.75076","Yes",3
"G963411","13.75238289","Yes",2
"A27178","13.75454575","No",3
"H401803","13.75498892","No",3
"M102949","13.7568705","No",3
"T99095","13.7572","Yes",3
"N548388","13.7578","No",3
"X345073","13.75813","No",2
"X536194","13.76037","No",4
"B961572","13.76209","Yes",3
"D73867","13.76494","No",3
"S977870","13.7683","No",2
"H450608","13.77280014","No",5
"E489183","13.77481","No",2
"M477891","13.77913","No",4
"K970811","13.77917","No",3
"W878528","13.7799","No",3
"P611486","13.78001485","No",3
"K812806","13.78311","Yes",4
"C274032","13.78681","No",3
"I598290","13.78711309","No",3
"Y190385","13.78754","No",5
"X784173","13.7903","No",4
"I979416","13.7907","No",3
"M222985","13.79256","Yes",3
"A606860","13.79387475","Yes",4
"G695985","13.79409442","No",4
"M922982","13.79652","No",3
"Y654962","13.79996","No",4
"E304383","13.8026","No",4
"O924950","13.80285","No",4
"X774162","13.80292","No",3
"I327596","13.80362698","Yes",4
"C426956","13.80786","No",4
"P955847","13.8139","No",3
"K548677","13.81801","No",4
"K785874","13.82199","Yes",4
"H765008","13.82399","No",3
"N565761","13.82528","No",4
"O821312","13.82555","No",6
"K713324","13.82562816","Yes",3
"S981572","13.82786","Yes",4
"B182575","13.82812","No",3
"Z111185","13.82901227","Yes",3
"S289971","13.83085","Yes",3
"U197866","13.8318","Yes",3
"D62748","13.83282","Yes",3
"H658358","13.83450553","No",4
"K938207","13.83721","Yes",4
"O877070","13.83786","No",4
"P944183","13.83841","Yes",4
"I124834","13.84152","No",3
"P979238","13.84188","No",4
"K725096","13.84425","No",5
"D698441","13.84635691","No",2
"W961591","13.84738","Yes",3
"S451747","13.85041","No",3
"Q766801","13.85111325","Yes",3
"W575617","13.85124","No",4
"R838413","13.85192","Yes",3
"B536861","13.85374","Yes",4
"E305140","13.85387","No",3
"L931215","13.85495","No",1
"W571989","13.8576","Yes",4
"U36625","13.85985","No",3
"C364813","13.85993","No",4
"Y32102","13.86094","Yes",5
"A768649","13.86336803","No",4
"E585382","13.86573","No",3
"P282882","13.87286","No",3
"Y239127","13.8729","No",3
"A177150","13.87342","Yes",2
"I646532","13.87639","No",4
"U506004","13.87646","Yes",3
"Q754506","13.87763","No",3
"T186422","13.87773","No",4
"N843223","13.87808","Yes",4
"H671131","13.87881","Yes",4
"R208839","13.88105","No",3
"J582311","13.88216","No",4
"I524441","13.88236","Yes",3
"F371335","13.88509","Yes",5
"T224931","13.88548","Yes",5
"K952325","13.88653","No",2
"Z379988","13.88702214","Yes",3
"N188089","13.88825","No",2
"R94532","13.89024","No",4
"H400324","13.89208","No",3
"O208180","13.89541","No",5
"U102287","13.90412","No",4
"T145464","13.90534","Yes",4
"K133105","13.90587666","No",5
"B424659","13.9077275","No",5
"V882354","13.91396","No",3
"Y363030","13.91424","No",1
"P915334","13.91435","No",5
"M841756","13.91561","Yes",2
"O04397","13.91677","Yes",5
"P279595","13.91858","Yes",4
"F149086","13.92475","Yes",4
"F624787","13.928","Yes",5
"W615415","13.92957","No",4
"H794689","13.9319","Yes",2
"M592587","13.93273371","Yes",3
"X209020","13.93304","Yes",5
"J779911","13.93422217","No",2
"V631811","13.93608","No",3
"L642358","13.93819","No",5
"E881508","13.93891","No",3
"F897077","13.93974","No",4
"P975854","13.93978","No",2
"V712317","13.94164","No",4
"Q242803","13.9416954","No",4
"A270578","13.94531","No",4
"X989153","13.94776","No",3
"F146437","13.95029","No",3
"K76568","13.96002","No",4
"Q581002","13.96143","No",2
"L245537","13.96182","No",4
"S95379","13.96183","No",5
"J495193","13.96589","Yes",5
"W252609","13.96678169","No",3
"U88099","13.96763","Yes",3
"J652351","13.97172","Yes",6
"A590798","13.97354","No",3
"B871043","13.97477268","No",4
"H715023","13.9772991","Yes",3
"H752457","13.98017","No",4
"E683384","13.98169147","No",6
"C612880","13.98197","No",5
"Z256617","13.98326","Yes",3
"Q880639","13.98565","Yes",5
"B919135","13.98915649","Yes",3
"W588734","13.99225","No",5
"Y781307","13.99538","No",2
"B950646","14.00066","No",4
"T508169","14.0011","No",3
"I530820","14.00312","Yes",3
"F524918","14.00503607","Yes",4
"X165101","14.00738","Yes",2
"S641857","14.00904","Yes",2
"X316139","14.01042","No",3
"H682238","14.012","Yes",4
"R00006","14.01228","Yes",2
"G820541","14.01485542","Yes",5
"T165331","14.01608","No",2
"Y701439","14.02031408","Yes",3
"V856441","14.02325","No",2
"R716458","14.02417","Yes",4
"T237036","14.03130715","No",4
"Z825338","14.03161","No",2
"E380866","14.03281402","No",4
"H05636","14.03414","No",5
"T30297","14.03424","No",3
"T749981","14.03612","No",3
"H624630","14.03725","Yes",5
"N447597","14.04061351","No",3
"V191716","14.0419","Yes",4
"L241388","14.04224","No",3
"H44900","14.0461","No",3
"P760514","14.04748759","Yes",4
"O406255","14.05088","No",6
"M220153","14.05737023","No",3
"N247032","14.05835","No",5
"Z296805","14.05877","No",4
"I616985","14.05990229","No",4
"J428295","14.06211","No",2
"L927920","14.06247","Yes",5
"E136064","14.06274","No",4
"G583212","14.06327","No",5
"I910640","14.06427534","Yes",5
"N11561","14.06726","Yes",4
"T346465","14.06909","No",6
"D292409","14.07128","No",2
"U936716","14.07334","Yes",4
"O674680","14.07349","No",3
"M124801","14.07608","No",3
"J875361","14.07713","No",3
"J305888","14.07829","No",5
"K414359","14.0785","No",4
"H802855","14.08029","No",2
"H228822","14.08044","No",5
"C740658","14.08561195","No",4
"H529435","14.08607","Yes",3
"P661153","14.09036","Yes",1
"X693531","14.09089","No",4
"L823137","14.0923","No",4
"R659226","14.09466","No",3
"T57126","14.09779","No",4
"S970439","14.1032","No",2
"Z11338","14.10578","Yes",2
"X136619","14.10584","Yes",3
"K915391","14.10881","Yes",3
"M796774","14.114","Yes",6
"N07725","14.11463","No",4
"X784647","14.11524","No",2
"N132108","14.11831","No",4
"U276149","14.11844","No",5
"P277880","14.12126974","No",2
"D160442","14.12145884","No",3
"I860167","14.12222","No",3
"V25084","14.12367","Yes",4
"S66397","14.12411","Yes",2
"Q879197","14.12546","No",4
"Y372920","14.12839","No",2
"J947579","14.12923","No",4
"C656702","14.13216","No",4
"D116664","14.13397","Yes",5
"I401418","14.1344","No",3
"H337960","14.135","Yes",2
"D426768","14.13784","Yes",4
"E672215","14.13918","No",2
"K561985","14.14099","No",3
"M982083","14.14138","Yes",5
"M523186","14.14302","No",6
"R808701","14.14454","No",3
"L266982","14.14538","Yes",5
"R512389","14.14757","No",4
"Z14744","14.15375","No",4
"M474053","14.15469","Yes",6
"U976048","14.15526","Yes",3
"W616179","14.15632","Yes",3
"G590799","14.15969","Yes",2
"E242415","14.16588","No",4
"B813452","14.16682","Yes",2
"H445914","14.1675","Yes",3
"H466983","14.16807","No",6
"M379412","14.16841333","No",4
"N304752","14.17316345","No",3
"S105011","14.17602329","No",5
"Y470638","14.17634","Yes",4
"Y790493","14.17798","No",3
"J518310","14.18102134","Yes",4
"P401215","14.18172","No",2
"T157142","14.18316","Yes",4
"H523864","14.18701742","No",5
"L985245","14.19303472","No",2
"B169359","14.19495","No",3
"D765207","14.19610787","No",4
"Q989344","14.19955362","No",4
"J07300","14.20099","Yes",4
"P376744","14.20149723","No",5
"E943977","14.20174","Yes",3
"A425221","14.20238","No",5
"E333890","14.20931","No",2
"F847848","14.21094097","Yes",5
"J412316","14.21641","Yes",3
"E249601","14.22008","No",4
"U30387","14.22418","Yes",5
"B782897","14.22446","Yes",3
"J622447","14.22477","No",2
"F537544","14.22619","No",4
"X460286","14.22653","No",3
"X517447","14.22707","No",2
"H452286","14.22713","No",4
"P651146","14.22832","No",1
"Q857934","14.22857","Yes",4
"X476080","14.22906","No",5
"V981204","14.23119","No",3
"B842292","14.23604","No",3
"U573497","14.23673","No",3
"V251110","14.23961","Yes",5
"N364835","14.24164","No",4
"X415795","14.24429679","No",5
"X180061","14.24573","Yes",3
"C834935","14.24574","Yes",2
"M668942","14.24673","No",4
"J422302","14.2471","No",3
"N885138","14.25234","Yes",4
"V975858","14.25237","No",5
"Q100782","14.25669","No",5
"A17652","14.25685","No",3
"Q103360","14.25864","No",4
"C808417","14.26456","Yes",5
"I33248","14.27424","No",4
"T274245","14.27531","Yes",4
"C517624","14.27599","Yes",5
"I472641","14.28125681","Yes",3
"C486385","14.288","No",4
"Q565796","14.29507","No",3
"Y208159","14.30092","No",4
"T177275","14.30256","No",2
"G497362","14.30328","Yes",4
"T628807","14.30597862","No",3
"K170633","14.30687","Yes",6
"R726035","14.31488","No",5
"B872896","14.31794","No",5
"I185824","14.31982","No",4
"W415051","14.32006623","No",4
"A95964","14.32129","No",2
"O346280","14.32421","No",3
"N391936","14.32472","No",4
"P151266","14.32552","No",5
"Q701785","14.32600086","Yes",3
"V52316","14.32642","No",3
"I100591","14.32986","Yes",4
"S199408","14.33285","No",4
"Q636054","14.33729","No",2
"R86309","14.3374","Yes",2
"W589259","14.33897","Yes",4
"R19086","14.34346","Yes",3
"C167419","14.34431543","No",3
"B609623","14.34560232","Yes",5
"T81402","14.34662","No",4
"H247640","14.34836","No",3
"U782508","14.34937361","No",3
"K18950","14.35104","No",3
"H568978","14.35467948","No",4
"P812093","14.35567","Yes",3
"Y986628","14.35718","No",5
"X279803","14.35913","No",3
"T182614","14.35929","Yes",3
"U747542","14.36615","Yes",4
"B874036","14.37122","Yes",5
"C518382","14.37269379","No",2
"K601905","14.37339","No",2
"Z700653","14.38138","Yes",3
"L532661","14.38651","Yes",5
"K960941","14.38703","Yes",3
"X87865","14.3882","Yes",4
"D429172","14.39378","No",3
"O804356","14.39528085","Yes",3
"Y107411","14.39565424","No",3
"S576265","14.3962","No",6
"U00501","14.39644","No",5
"T83491","14.39837","Yes",5
"E172718","14.39916","No",3
"S05848","14.39939","No",4
"Z503842","14.4014","No",4
"P791872","14.40171","No",4
"Y652986","14.40307","Yes",3
"X403079","14.40659587","No",1
"N556313","14.41202","No",3
"Y216514","14.413","No",3
"S988571","14.43295","No",2
"B369070","14.43716","No",3
"E702248","14.43743","Yes",3
"U158712","14.4386161","No",2
"J220096","14.44405","No",3
"G534310","14.45591","No",5
"L406991","14.45756","No",3
"R790383","14.45854","Yes",4
"G114456","14.46154","Yes",3
"Z473183","14.46243735","Yes",5
"T357711","14.46492","No",2
"N538607","14.46971","No",2
"V91941","14.47001","No",4
"A233218","14.47138","No",5
"N05120","14.47410001","No",3
"M739753","14.47447","Yes",2
"N931384","14.4754365","Yes",4
"G164719","14.47576","Yes",5
"Q158204","14.47622","Yes",2
"I486808","14.47735","No",4
"Q913573","14.47842","No",2
"J110435","14.48109","No",3
"I646709","14.48232","Yes",5
"D886497","14.48243","Yes",3
"F390872","14.48349","No",4
"R114719","14.4845473","Yes",4
"V142415","14.48531","Yes",3
"Q605061","14.48734","Yes",2
"P706486","14.4902121","No",5
"D647144","14.50243","Yes",5
"X321301","14.5077828","No",2
"B788347","14.51013","No",4
"Z233220","14.51058","No",3
"O904097","14.51214","No",3
"V49412","14.51569","No",2
"I954367","14.51717","No",4
"W193877","14.51799","No",2
"H672869","14.52197","No",4
"X147440","14.5306","Yes",3
"G557674","14.53225","No",4
"B286935","14.54049442","Yes",4
"N451528","14.54552","No",2
"N300915","14.54649","No",5
"C927130","14.54789","Yes",5
"Y549440","14.55059","No",4
"G214956","14.55144","No",4
"O843903","14.5524","No",3
"P69600","14.55317","No",3
"A199560","14.55526","No",3
"O962208","14.55875","Yes",5
"T970991","14.55915","Yes",3
"C167969","14.55919","No",5
"H99919","14.55933","Yes",4
"K350921","14.5605","No",5
"L20895","14.56157","No",4
"I879525","14.56169","No",3
"Z280589","14.56695","No",4
"Z740374","14.57009","No",2
"R640991","14.57287","Yes",4
"K578402","14.57387887","No",3
"Y462174","14.57549","No",3
"Z888916","14.5768","No",4
"X613271","14.57952","No",5
"H553856","14.58033","Yes",4
"U670726","14.58138","No",3
"D72544","14.58236","No",3
"U449322","14.58326","Yes",3
"N893933","14.58334","Yes",2
"Z36987","14.59495","No",5
"W59976","14.59806","Yes",2
"Z659653","14.59844","No",4
"H887808","14.59968721","No",2
"G842176","14.6040829","No",4
"V11448","14.60495207","No",3
"B388820","14.60563","No",2
"V713912","14.60834","No",5
"P347346","14.60903837","Yes",2
"H908247","14.61358","Yes",4
"W597078","14.61583","No",2
"H825808","14.61724","Yes",4
"W803351","14.61731","No",2
"K784562","14.61938","No",5
"S237899","14.62128","No",3
"O852356","14.62375","No",5
"K682011","14.62487","No",4
"E486314","14.62580855","No",2
"A968154","14.62681","No",4
"C308399","14.62764","Yes",5
"F672614","14.62784306","No",3
"I190323","14.6305","No",4
"L912239","14.63487","No",3
"Q908465","14.63594","Yes",5
"U889748","14.63696","Yes",2
"F421496","14.63754555","No",3
"X162805","14.63927","Yes",3
"J349776","14.64391","No",3
"P529004","14.64439","Yes",3
"K43066","14.64928","No",4
"D105017","14.65844","No",3
"O880598","14.66079","No",3
"V607093","14.66262","No",4
"O889869","14.66477","No",2
"B796987","14.66578819","No",4
"J124072","14.6661","No",4
"A420422","14.67012","Yes",2
"A599326","14.67215","No",1
"Z846097","14.67533687","No",3
"Z81410","14.67669","Yes",3
"P21687","14.67675595","No",3
"C383664","14.6783","No",3
"P128869","14.67864","No",3
"Y751369","14.67896","No",3
"A410868","14.68014234","No",4
"T499909","14.6804","Yes",4
"P336244","14.68158","No",4
"O907259","14.68473","No",4
"V226103","14.68891","No",3
"J118805","14.69431857","Yes",3
"V188673","14.69711","Yes",4
"J420961","14.69714","No",4
"G975600","14.69873","No",4
"U454955","14.69877","No",5
"G416862","14.69987","No",4
"X834600","14.70152","No",5
"E198809","14.70902","No",4
"O937146","14.71733435","Yes",3
"Z135438","14.72092154","No",4
"E69371","14.7226","No",5
"E875593","14.72704","No",3
"I945563","14.72939","Yes",3
"O285068","14.73392","Yes",3
"F952209","14.73499","Yes",4
"Z301326","14.73616645","No",3
"H782363","14.7376853","No",3
"P740173","14.74096","No",3
"M963224","14.74975124","No",2
"L296155","14.7506","No",3
"M962648","14.75098","No",4
"R702919","14.75151191","No",3
"K99070","14.75288","Yes",3
"Z844454","14.75424","Yes",3
"I787180","14.7633","No",3
"U219545","14.76788","No",3
"U634061","14.76822","No",5
"J990450","14.77223","No",4
"V251779","14.77266","No",4
"B651104","14.7789","Yes",3
"K853563","14.77899","No",5
"L982121","14.77952062","Yes",3
"W402834","14.78012","No",3
"S374484","14.78077","No",3
"K613908","14.78396","No",5
"Q448092","14.78858","No",1
"C103156","14.78896","No",3
"K710503","14.78936522","No",4
"H623733","14.79008","No",4
"Y916772","14.79074","No",5
"N861670","14.79521","No",4
"M526383","14.79622","No",3
"Y984783","14.80048","Yes",4
"Z501409","14.80654","No",4
"F34950","14.81141178","No",4
"T620393","14.81462","No",3
"V418789","14.81549","Yes",4
"M67658","14.81572883","No",4
"U103667","14.81596","No",4
"U956918","14.81848646","No",3
"Z461269","14.82711414","No",4
"X528575","14.82798335","Yes",5
"N262165","14.82937","Yes",3
"R899126","14.83322","Yes",5
"P186990","14.83341","No",5
"H399454","14.83824","Yes",3
"R717119","14.84155042","No",4
"K87708","14.84526","No",3
"H690253","14.8463","Yes",5
"Q495449","14.8479","Yes",3
"S504552","14.84998","Yes",3
"R458698","14.8515","Yes",4
"S206075","14.85701","No",4
"L475907","14.86100819","Yes",4
"R517437","14.86104","No",3
"M30542","14.86709","No",2
"Q248113","14.8692","No",3
"P05841","14.86921","Yes",5
"S433497","14.86993","No",3
"T540942","14.87070352","Yes",4
"K14851","14.87341","Yes",4
"W370920","14.87485","No",4
"C555531","14.87917","No",5
"K429689","14.88587","Yes",4
"H999115","14.88825","No",3
"P247561","14.89095018","No",4
"S235498","14.89202","Yes",2
"N955095","14.89325","No",4
"X515591","14.89582","No",4
"S161309","14.89692","No",4
"G391761","14.89762162","No",4
"V143753","14.89835355","Yes",4
"M79725","14.90633873","No",2
"B950331","14.90722","No",4
"H584520","14.90809","No",3
"F763031","14.9084","No",4
"A873218","14.90844","No",3
"B113838","14.90964","Yes",3
"F963846","14.9103207","Yes",4
"F858862","14.91100172","No",3
"D90850","14.91353964","No",2
"D94567","14.91826","No",5
"Y44619","14.92401","Yes",4
"C431268","14.92629","Yes",4
"Z245057","14.92648","No",3
"T609106","14.93255","No",4
"Y37120","14.93471","No",3
"Q517071","14.93768","Yes",4
"O178098","14.93812","Yes",4
"A477404","14.93874","No",4
"M920267","14.94346","No",4
"M201624","14.95030399","Yes",4
"A486964","14.95119","No",4
"Y842226","14.95145","No",3
"D986940","14.95912113","Yes",4
"V825508","14.96043073","No",4
"Z259100","14.96409","Yes",3
"G272085","14.96457","No",3
"U646366","14.96523","No",6
"B817366","14.97932","Yes",3
"M606037","14.98374","Yes",2
"T346518","14.98482","No",4
"U338809","14.98804","No",2
"Y837211","14.98822","Yes",3
"T839003","15.00104","No",3
"K01322","15.00214","No",4
"I136611","15.00434","No",4
"M682351","15.01046","No",3
"G244590","15.02079","No",3
"P222819","15.024","No",6
"U616070","15.02435","Yes",4
"P15322","15.03023","No",2
"C423250","15.0321318","No",5
"L212558","15.04124","No",4
"E689585","15.04128691","No",2
"A912311","15.04329","Yes",6
"W837343","15.04532","No",2
"D140678","15.04815","No",5
"G122279","15.04983927","Yes",4
"P99969","15.05112","Yes",4
"C252636","15.05826","No",4
"S703204","15.05851","Yes",4
"O216852","15.06607","No",3
"M337097","15.06674","No",5
"A295468","15.06990851","No",2
"L604308","15.07177","Yes",3
"K934981","15.07977","No",4
"T719053","15.08380131","No",3
"E931940","15.08558131","No",3
"J54482","15.08815","No",4
"M252621","15.09047","No",4
"V733953","15.0905113","No",3
"W198106","15.09456492","Yes",3
"L603364","15.09579419","No",4
"O574163","15.10392","No",5
"R511812","15.10522","Yes",3
"Z583218","15.10873","No",3
"P779168","15.11505","Yes",4
"U876126","15.11605","No",4
"X914490","15.12148226","No",3
"M754335","15.1263","No",3
"Z865787","15.12772","No",2
"C81893","15.13468172","Yes",3
"C978360","15.13755","No",3
"F855746","15.13968","No",6
"A564348","15.14143","No",5
"X671633","15.14826","No",5
"D664916","15.15079","No",6
"L267036","15.15124","Yes",4
"O972146","15.15312675","Yes",3
"G287039","15.15496322","Yes",2
"R394240","15.15657239","No",4
"V472281","15.15798","No",4
"W408649","15.15802","Yes",4
"Z23232","15.16412","No",2
"S193458","15.16928","Yes",4
"D721433","15.17072","No",3
"P725200","15.17134","No",2
"A609986","15.17395","No",3
"E273995","15.17632","No",3
"L168190","15.17959","No",4
"H391200","15.17990976","Yes",4
"K446948","15.18246","No",3
"B713028","15.1921","No",3
"D780864","15.1958","No",3
"C302549","15.19664016","No",3
"N90031","15.20539","Yes",3
"P593660","15.20869","No",3
"R518278","15.20933","Yes",3
"G962546","15.21575","No",4
"S853365","15.2165","No",4
"R525686","15.21772","No",4
"S824416","15.21903","Yes",5
"P221665","15.22636","No",5
"Q625380","15.22681","No",4
"W295340","15.22905","Yes",4
"L682277","15.22907333","No",2
"Q938668","15.23668","Yes",4
"F185772","15.23751","No",3
"X178794","15.24321","No",3
"B396774","15.24347","No",4
"D252802","15.24882","No",4
"S550433","15.25427","Yes",2
"D793723","15.25952","Yes",4
"Q597706","15.2604","No",2
"G922869","15.26191649","No",5
"L317729","15.26212","Yes",5
"G335816","15.26331077","Yes",3
"B368622","15.27078","Yes",3
"O825386","15.27146446","Yes",2
"D998975","15.27192","Yes",5
"Q272593","15.27827","Yes",5
"F504193","15.27908","No",3
"H995944","15.28653","Yes",4
"X60813","15.29137","Yes",3
"V540566","15.29183368","No",3
"C505943","15.29214","Yes",3
"O142235","15.29426","No",5
"Y825102","15.29874","No",3
"U283461","15.29979","Yes",4
"K218242","15.30265","No",5
"N21173","15.30646","No",3
"H909511","15.30999","No",2
"Y306545","15.31615","Yes",2
"A595003","15.31929","No",3
"D382079","15.32417","No",3
"G932741","15.32731181","No",4
"Z285585","15.32828","No",3
"V927165","15.33231","Yes",4
"T288621","15.33253","No",2
"T128099","15.33257","No",3
"F711590","15.3328","Yes",2
"K888112","15.33838","Yes",5
"N73923","15.34081","No",4
"F16781","15.34082","No",6
"T544616","15.34353703","No",5
"N375994","15.34568423","No",5
"H203700","15.35326","No",5
"E751592","15.35378","No",3
"A22477","15.35399","No",5
"Q956853","15.35408","Yes",5
